label,text-cat,pm-cat,sa-cat,cond-cat,Gloss of PM,Notes,Speech token
res, I wouldn't have minded if I'd known it was going to happen for some weeks ,p',A,Y,I wish I'd known about it earlier,,S1A-055 130
res, if you look carefully you see the legs start wandering about ,q',A,Y,they are really there,,S1A-055 252
inf, if you got sent to Guadalajara it meant you weren't doing very well ,p --> q,A,Y,,,S1A-056 054
inf, if you're sent to London it's roughly Guadalajara ,p --> q',A,Y,if you're sent to London it means you're not doing very well,,S1A-056 055
dir, if you feel like trying a bit of walnut pastry kind of cake and putting things on it judiciously ,p,D,Y,,no consequent,S1A-056 084
res, if I lived each year as IF it were my last I could enjoy myself couldn't I ,p --> q,A,Y,,,S1A-057 078
res, if you do it flies to the other side of the room <laugh> ,r,A,Y,my pastry is very hard,,S1A-057 140
res, if I don't get enough water in then the blasted stuff won't roll out ,p',A,Y,it's important to get enough water in,,S1A-057 174
res, if you put a very small amount of water in and if you then wizz it for longer a small amount of water does the binding for you ,q,A,Y,,,S1A-057 184
res, if you then wizz it for longer the same amount of water a small amount of water does the binding for you ,p --> q,A,Y,,,S1A-057 184
res, if you only wizz it for a short time then it ends up looking crumbly ,p',A,Y,you need to wizz it for long enough,,S1A-057 184
inf, if the correct endpoint is WHEN it balls round the knife then it should come right every time ,q,A,Y,,,S1A-057 193
res, if you put half a tablespoon of water in and it doesn't ball what would happen if you then went on mixing for a bit? ,p --> q,D,Y,,question,S1A-057 211
res, what would happen if you then went on mixing for a bit? ,p --> q,D,Y,,question,S1A-057 211
res, it being messed around by the the food processor (very nearly said word processor) is a lot less harmful you know has a lot less of bad effects than if you're working with your hands ,q',A,Y,you should use the food processor,,S1A-057 225
res, if you do (242:A) The heat in the hands brings out the oil in the paste ,p',A,Y,you shouldn't work it too much with your hands,,S1A-057 237
res, if I sprinkle a little bit of elderflower water into these gooseberries that would be all right ,p',A,Y,I sprinkled a little bit of elderflower water into these gooseberries,,S1A-057 314
res, If you get a descaler which really fizzes like crazy when you put it in the kettle that stuff will clean it ,p --> q,A,Y,,,S1A-058 056
res, if there'd been any problems they would have come up with that pretty quickly ,p',A,Y,there weren't any problems,,S1A-058 091
res, If it's a question of pushing them into a quick answer then they're more likely to say ``no'' just to get rid of me ,p',C,Y,I shouldn't push them to give me a quick answer,,S1A-058 113
res, if there's a quick answer there's a quick answer isn't there ,p --> q',A,Y,"if there's a quick answer, they should give it to you",tautology,S1A-058 117
res," if I don't hear anything by Monday or Tuesday I'll try somewhere else as a stopgap, as an alternative really ",p --> q,C,Y,,,S1A-058 120
inf,"(011) the best way to remember things is to write it down (012) if you've a lot of important things, and keeping appointments, etc ",q,A,N,,,S1A-059 012
inf, It can still be improved even if it is fairly good ,q',C,N,I would like to improve my memory,even if,S1A-059 024
res, if you had the choice would you prefer to have a meal which has been freshly prepared with fresh ingredients and so on? ,q,D,Y,,question,S1A-059 093
res,(093) would you prefer to have a meal which has been freshly prepared with uh fresh ingredients and so on? (097) if you had the choice ,q,D,Y,,question,S1A-059 097
res, if you had a meal like that offered to you do you think you'd find that more appetizing? ,p --> q,D,Y,,question,S1A-059 100
inf, There's no point in I suppose undertaking experiments if people can't read them ,p',D,Y,your writing must be legible,,S1A-059 286
res, Will it matter to you if he notices it? ,p --> q,D,Y,,question,S1A-059 302
res,(303) It will (304) if he SAID my writing was beastly ,p --> q,A,Y,,,S1A-059 304
res, if he doesn't say anything about it now will you take that as being a compliment? ,p --> q,D,Y,,question,S1A-059 305
res, I will ask him if he notices it if he doesn't mention it ,p --> q,C,Y,,,S1A-059 306
res, if he did it with you you'd be the only person there so that you wouldn't see a variety <unclear-words> ,q,A,Y,,,S1A-060 033
res, if you had a demonstration there'd be things that I'd sort of go (085) ``Oh I don't know what to do here'' ,r,A,Y,there are lots of things I don't know,,S1A-060 084
res, if something came up you know there'd be things that I'd sort of go (085) ``Oh I don't know what to do here'' ,r,A,Y,there are lots of things I don't know,,S1A-060 084
ifh, I DID have a need to say that I was DOING something because otherwise I wouldn't be ANYBODY if you see what I mean ,q,A,N,,,S1A-060 177
ifh, I'd spell it a different way if I were you ,q',D,Y,that's not the right spelling,,S1A-061 069
ifh, perhaps she might if she wanted to ,q,A,Y,,,S1A-061 116
res, if you start giving her a series of events to go to it'll make her shy away ,p',D,Y,you shouldn't give a lots of events to go to,,S1A-061 121
res,(128:B) We could always go to Shinfield and see (130:A) Burton-Race? (131) if he's handy and his delightful wife ,p,C,Y,,no consequent,S1A-061 131
ifh, she doesn't want to do this sort of thing a lot if you see what I mean ,q,D,Y,,,S1A-061 140
res, My mother would be horrified if she knew this ,p --> q,A,Y,,,S1A-061 175
res," if you whiz your boring Edam, presumably down through France, nip it into Andorra, you've gone outside the EEC I think because Andorra is not officially part of the EEC, (339) and you then send it to Germany (340) and somewhere along the line someone collects an enormous amount of money which we are contributing to ",p --> q,A,Y,,,S1A-061 338
res," if they were going to increase their cheese consumption then unless it was the presentation of the product, they wouldn't go for Edam would they ",p --> q,A,Y,,,S1A-061 348
inf, if I made it up because it had a purpose then I should be able to stop it ,p --> q,C,Y,,,S1A-062 037
res, If I go on like this I can't see how I can ,p',C,N,I can't go on like this,,S1A-062 057
res," if I can suddenly snap out of it, get really enthusiastic, work, sort of, at fifteen hours a day <laugh> then yes I could, I CAN ",p',C,Y,I want to snap out of it,,S1A-062 058
inf, we've given you some money if you want to pay for an extra year ,q,C,N,,,S1A-062 070
res, if you want to ,p --> q',D,Y,"if you want to do it, you can",no consequent,S1A-062 071
res, if I do an extra year the last year I have to work ,p --> q,C,Y,,,S1A-062 074
res, you get very worried if it's taken seriously ,p --> q,A,Y,,,S1A-062 093
res, if you felt you wanted to ,p --> q,A,Y,"if you felt you wanted to shout, then you could",,S1A-062 113
inf, if you want some help my whole family have come from this ,q',C,N,my whole family can help,,S1A-062 154
inf, if you want to get into that area there is no doubt that that is a possibility ,p --> q,A,Y,,,S1A-062 174
res, If we both sat on a cold lavatory seat we'd evacuate the bowels <laughter> ,p --> q,A,Y,,,S1A-063 126
ifh,(134) That's the vanishing hitchhiker really though isn't it (135) If you know what I mean ,q,A,N,,,S1A-063 135
res, There are cockroaches crawling around inside even if you have grates ,q,A,N,,even if,S1A-063 153
tm, if you keep your eyes open you actually you'll see them in the papers as facts ,q,A,Y,,,S1A-063 167
res, wouldn't it be funny if someone squatted down on the ski slope in bare skin ,p --> q,A,Y,,,S1A-063 172
tm," if you read the writer who wrote that book on nursery rhymes, the Opies where they look at the realities behind some of this sort of myth (246) it's very similar to these nursery rhymes ",p --> q,A,Y,,,S1A-063 245
tm, it's very similar to these nursery rhymes if you looked at its causes sample-wise ,q,A,Y,,,S1A-063 246
res, if something happens to my father he does recount it once ,p --> q,A,Y,,,S1A-063 258
res, if you're there you know about it and that sounds great ,p --> q,A,Y,,,S1A-063 258
res, If something funny's happened I'll try it out more or less in the same way on everybody else ,p --> q,A,Y,,,S1A-063 269
ifh, she doesn't want to do this sort of thing a lot if you see what I mean ,q,A,N,,,S1A-064 062
inf," if I was going to be accurate there's so many <unclear-words> about it, I'd want to ",q,C,Y,,,S1A-064 069
res, if I wrote this as a script you know for these purposes it wouldn't like be a theatre script ,q,A,Y,,even if,S1A-064 074
res, even if you write it down as a script it's still only going to be what you could in fact actually tell us ,q,A,Y,,even if,S1A-064 086
ifh, So I went in with a bone of of complaint if you like ,q,A,N,,,S1A-064 142
dir, it will only be fifteen or twenty minutes if you'd like to come back ,p,D,N,,,S1A-064 148
inf, if he chooses a woman to be his main advisor ,q',A,Y,it's obvious why,no consequent,S1A-065 038
inf, if he needs to shave three times a day I think he just needs to shave five times a day ,q,A,N,,,S1A-065 202
res, If you shave too often you get blue bearded there ,p',A,Y,you shouldn't shave too often,,S1A-065 211
ifh, it was supposed to be the first recorded use of controlled firepower if you're a military man ,q,A,N,,,S1A-065 345
ifh, Do hang your coat up if you'd like to ,q,D,Y,,,S1A-066 007
inf, if you are looking for jobs in the Guardian or the national press most of the adverts there will be for people with experience ,q',D,N,you might not find any jobs in those papers,,S1A-066 030
res, if you respond to those ads they'll be looking for people with experience ,p --> q',A,N,"if you respond to those ads, you might not get the job",,S1A-066 033
inf, if it's the big companies you're looking for then they will be on the milk round ,q,A,Y,,,S1A-066 042
inf, if they know that you are available and with your background it's worth letting them know ,p --> q,D,N,,,S1A-066 106
res, if Thames and Hudson took it on that would actually be fairly commercial ,p',A,Y,it would be good if Thames and Hudson took it on,,S1A-066 125
res, if you want to write in anthropology then you're going to be doing the writing the articles for other people to publish ,p --> q,A,Y,,,S1A-066 190
res, I usually ignore them if they're inverted so ,p --> q',D,Y,if they're inverted you can ignore them,,S1A-067 020
inf, no why shouldn't it have at least a chance even if it does sting everybody? ,q',C,Y,I'm not going to kill you,even if / question,S1A-067 049
ifh, I'm just going to top up my tea again if you don't mind ,q,C,Y,,,S1A-067 169
pch,(212) So you turn up the next card and you put it there (213) If I remember ,q,A,Y,,,S1A-067 213
res, even if it's upside down the meaning remains the same ,p --> q,A,Y,,even if,S1A-067 303
ifh,(008:B) Can I say acey-pacey? (009) If you so desire ,q',D,Y,You can say acey-pacey,no consequent,S1A-068 009
res, If it's a delete all then insert amendment right? ,p --> q,D,Y,,question,S1A-068 019
res, if it's any sort of amendment at all and the proposer doesn't accept it then it can't go straight to the vote until the amendment has been discussed ,p --> q,A,Y,,,S1A-068 026
ifh, if you can could you call me as opposing speaker please ,q,D,Y,,,S1A-068 115
res, if I kept sitting next to you I'd keep on sticking my hand up under your face all the time which is most impolite ,p --> q,A,Y,,,S1A-068 136
res, If you make lots of noise it gives you a sense of positive stuff ,p',A,Y,it's good to make lots of noise,,S1A-068 206
inf, If you're going to do it you might as well go for it ,q,D,N,,,S1A-068 220
res, if it makes you feel good then I'm really happy ,p --> q,A,Y,,,S1A-068 238
ifh,(289:A) So people are ignoring what the students want then? (291:C) By and large (292) if you must put it like that ,q,A,N,,,S1A-068 292
